,Price,DEMA,EMA,HT,KAMA,MA,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,WMA,ADX,ADXR,APO,AROONOSC,BOP,CCI,CMO,DX,MINUS_DI,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCR100,RSI,TRIX,ULTOSC,WILLR
107,31840.5,31958.011554428856,37320.523974592994,35582.6095373237,35440.10359492815,38451.589999999975,34898.5,35086.2,35086.2,-66967.1,38451.589999999975,32959.62868766463,30046.601620507092,30046.601620507092,48.921757898059276,41.685351820310814,-4673.2038461537995,-57.142857142857146,-0.4946497072481323,-40.67225557951443,-36.92978508985115,39.69111606179712,24.626953909872647,-3550.5999999999985,10.632201581415828,3705.8504110969952,-12.523826835327165,-10.032465789421629,89.96753421057836,31.535107455074424,-0.5132543753277985,48.72546167377242,-78.09643351800554
108,32820.7,31742.087405728555,37030.2127504257,35030.13183006536,35172.52036862412,37951.97666666664,34622.9,34916.55,34916.55,-66967.1,37951.97666666664,32665.83429315305,30023.582151045055,30023.582151045055,48.26242633832626,42.0086681023367,-4526.698076923025,-57.142857142857146,0.06448254320816114,-18.69287240734374,-27.50695354022029,39.6911160617971,23.577435358452625,-1004.1000000000058,10.17909264870045,3441.1468103043526,-12.301922153288182,-2.9685319647122954,97.0314680352877,36.24652322988985,-0.5336193583194926,46.50989561505191,-68.69175131770228
109,32728.1,31546.05227702942,36752.65708910791,34663.96003267974,34975.698512876625,37562.799999999974,33535.2,34916.55,34916.55,-66967.1,37562.799999999974,32493.464081971615,30014.679472517157,30014.679472517157,47.41500206609219,42.32563487717471,-4323.049358974302,-42.85714285714286,-0.3606182026330863,8.366222431554567,-28.010953952068736,36.39848652704944,22.815590708632488,-875.2000000000044,10.638725815778338,3451.150609568323,-11.885943632914454,-2.604506105055171,97.39549389494483,35.994523023965634,-0.5523546621125974,49.522390605061396,-69.51760057791613
110,33113.0,31427.478549304047,36517.84050271385,34262.153790849676,34803.409299863335,37147.75666666664,32592.449999999997,32350.65,32350.65,-66967.1,37147.75666666664,32424.70575460276,30103.64730964393,30103.64730964393,45.52223429920247,42.205129772052665,-3940.0121794871266,-42.85714285714286,-0.5763228606862353,81.62958839559107,-24.147341370524828,20.916253329636124,21.43829711304328,814.0999999999985,14.021447168975145,4494.939851742018,-10.966181004657654,2.5205192746502236,102.52051927465023,37.926329314737586,-0.569220159203887,46.10399605794406,-37.46320445986613
111,34227.7,31469.919320152905,36370.089502538765,34047.15073615411,34759.58147790771,36768.886666666636,32010.75,31954.1,31954.1,-66967.1,36768.886666666636,32471.251042325755,30409.417881751317,30409.417881751317,43.76466422994773,42.13856216539553,-3558.4519230768674,-35.714285714285715,0.5686072335025354,137.0992921501408,-13.466423468873085,20.916253329636127,20.43101464100986,2096.2999999999956,13.362646803844541,4173.872719474731,-9.995868536038717,6.5241477184311725,106.52414771843117,43.266788265563456,-0.5835951474867374,48.19804264697627,-7.0029123643103555
112,33510.6,31428.9950860252,36185.60630882659,33805.27257309941,34645.74585855958,36343.09666666664,32010.75,31954.1,31954.1,-66967.1,36343.09666666664,32578.38747317275,30571.210186486605,30571.210186486605,42.280245680434696,42.27625248267397,-3174.530769230714,57.142857142857146,-0.24660711218003717,105.19998837254055,-18.33406403674532,22.982804536765215,20.50979877007127,3716.7999999999993,12.844130419175587,3875.7389537979643,-8.988859245893526,12.475078707650589,112.4750787076506,40.83296798162734,-0.5960651754122637,48.08366672113679,-20.564317863761897
113,33797.4,31437.658081607406,36031.52848245068,33660.80102923977,34586.696042214724,36009.916666666635,32010.75,31954.1,31954.1,-66967.1,36009.916666666635,32720.849335719387,30787.455557419227,30787.455557419227,41.279989143322176,42.620497223812265,-2807.255128205077,57.142857142857146,0.5438032940077094,86.68985740438987,-15.534882387131677,28.276654160859543,21.648743860715506,2960.2000000000007,12.1044655636087,3598.9004570981097,-8.000649943946398,9.599444826378534,109.59944482637853,42.23255880643416,-0.6065360472469528,52.52712094838754,-15.14051212224363
114,32866.3,31338.79496709982,35827.32019326032,33455.20776315789,34433.992911917434,35618.31999999997,32010.75,31954.1,31954.1,-66967.1,35618.31999999997,32842.23049752718,30829.089704659273,30829.089704659273,40.469390943032714,43.17402196739634,-2348.7519230768703,57.142857142857146,-0.5590834881495248,47.46004522895304,-21.98683354520782,29.931614339269746,21.089108253283513,1080.9000000000015,11.372750025821494,3341.836138733959,-6.732769229513917,3.4006178937499687,103.40061789374997,39.0065832273961,-0.615676738950377,53.46504634237653,-32.74896932561741
115,33867.8,31383.692095955914,35700.89953563062,33328.93171929824,34399.50365106529,35320.7333333333,32010.75,32173.4,32173.4,-66967.1,35320.7333333333,32963.88039133156,31067.136070062763,31067.136070062763,38.680343332924686,43.18486482657258,-1892.3326923076384,92.85714285714286,-0.2921557516392742,116.10812262079415,-12.070643197263902,15.422724401520307,19.535275285826724,2349.2000000000044,14.314688639594902,4216.53355739582,-5.456316112598982,7.453376736276374,107.45337673627637,43.964678401368054,-0.6228898935511817,48.92762843326984,-20.41072925398149
116,34225.6,31478.001062640775,35605.71892042864,33168.61169047619,34391.997339349975,35099.34666666664,32532.449999999997,32770.1,32770.1,-66967.1,35099.34666666664,33100.80140395113,31359.13245373164,31359.13245373164,37.15905333707472,42.90340753539941,-1471.5711538461037,100.0,0.36283185840707793,108.7575043284537,-8.671863033492416,17.382283391025073,19.293946298132546,2831.5999999999985,13.579747654233934,3915.3525890104042,-4.2698672475757915,9.019557877301398,109.0195578773014,45.66406848325379,-0.6280785104111009,49.867032291190036,-18.246869409660142
117,33687.8,31504.815044671377,35481.982215884855,33077.15656709957,34364.44334758749,34897.70999999998,32810.85,33181.35,33181.35,-66967.1,34897.70999999998,33228.489840949725,31534.453117325967,31534.453117325967,36.013746133570066,42.55860959918869,-988.2698717948224,100.0,-0.7532297322598746,80.91103306748022,-12.945405767192856,21.124752488009623,19.312639735551848,1847.300000000003,12.576201048603552,3635.6845469382324,-2.892929442590492,5.801730500463265,105.80173050046326,43.527297116403574,-0.6317260052610463,48.93411609046722,-38.05063350871805
118,35298.2,31738.457603161543,35470.12529873099,33004.014761904764,34379.48328481042,34803.306666666635,33346.1,33509.9,33509.9,-66967.1,34803.306666666635,33396.994222211,31995.84434189251,31995.84434189251,34.33347232821139,41.93165419961957,-397.3352564102097,85.71428571428572,0.45618069815194595,154.15473348636374,1.8631650719323625,12.489912858548697,17.806983239343516,2477.5,13.852714571490498,4033.0927935855,-1.1722195153481412,7.548589761949009,107.548589761949,50.93158253596618,-0.6329257109414788,50.14575968414038,-13.469787964211335
119,34742.8,31888.389300640825,35423.20108590964,32946.67813852814,34389.22814710399,34655.78666666664,33346.1,33509.9,33509.9,-66967.1,34655.78666666664,33583.75055395602,32313.325972315535,32313.325972315535,33.63937393126251,41.63559060067097,46.776923076977255,85.71428571428572,0.6004526349822217,72.46815231091968,-2.866915663125302,24.616094770926995,21.370232766036672,2014.7000000000044,12.927476218216233,3745.014736900822,0.13882978431972376,6.155872171009014,106.15587217100901,48.56654216843735,-0.6322777086749887,53.00151373579672,-24.81513257343621
120,33813.4,31915.42592954562,35319.342951334824,32938.80563241107,34366.324412347174,34453.62333333331,33569.35,33566.7,33566.7,-66967.1,34453.62333333331,33736.00209783805,32435.397272109352,32435.397272109352,33.33836789457126,41.130062896315266,367.5711538461983,85.71428571428572,0.2276504658776158,-12.010109399567185,-10.367552184756741,29.42528941758504,22.060492899334818,700.4000000000015,12.029433418168095,3477.513684265049,1.0986817221880587,2.1151813487150006,102.115181348715,44.81622390762163,-0.6305384583694673,50.83001588795756,-44.84085490819351
121,33543.6,31913.29658635181,35204.77888995838,32930.87521739131,34313.88252514382,34186.61999999997,34013.149999999994,33784.4,33784.4,-66967.1,34186.61999999997,33831.431374760214,32504.902256082278,32504.902256082278,32.06137089870482,40.161898618515536,662.7756410256916,78.57142857142857,-0.6779576020059259,8.271556989028602,-12.480362039191515,15.4604099524411,20.394008532802392,-684.0999999999985,14.932400824661032,4335.919849674684,1.9946054808371794,-1.9986735889352736,98.00132641106472,43.75981898040424,-0.6279415647109765,49.93240225830421,-55.54021719123875
122,35026.9,32103.438559326416,35193.30283254171,32956.9164229249,34350.82230703538,33947.40333333331,34013.149999999994,34118.2,34118.2,-66967.1,33947.40333333331,33929.56011653815,32845.486536859666,32845.486536859666,30.051948746593037,38.73347540634261,908.7942307692792,100.0,-0.4104641092261432,137.85063505120806,1.2950841387832517,3.9294607691398107,18.63449709462324,1516.300000000003,17.225396638523993,5083.011288983638,2.742132340337827,4.524836917273944,104.52483691727394,50.647542069391626,-0.623581568833631,50.791613565160695,-26.951757723329752
123,35834.7,32382.875859049986,35234.68329495838,33024.32811594203,34390.961929978264,33808.5133333333,34350.5,34368.600000000006,34368.600000000006,-66967.1,33808.5133333333,34073.60865127396,33299.74810519077,33299.74810519077,27.984711231234886,36.75347276521868,1025.649358974406,64.28571428571429,0.579416912109955,162.98414269683923,7.909668227059512,1.1106235315789315,17.166792432904813,2037.2999999999956,17.552391863674885,5220.739054056238,3.0931305029487435,6.027978483551966,106.02797848355196,53.95483411352975,-0.6171398642976889,52.94403586350697,-17.00499617410104
124,34475.9,32472.114220789124,35185.72953399332,33107.27253623188,34394.03817724783,33624.269999999975,34350.5,34368.600000000006,34368.600000000006,-66967.1,33624.269999999975,34208.81681375933,33459.10992067637,33459.10992067637,26.127478627589536,34.94607142876863,1081.0487179487754,64.28571428571429,-0.16038249242011687,41.181540716435244,-3.771921417231926,1.983454780199991,17.093194384933692,1609.5999999999985,16.42831049401717,4847.82912162365,3.257742343116882,4.897417719670294,104.8974177196703,48.11403929138404,-0.6097563338273715,53.62793032727014,-47.585182517891724
125,34678.5,32583.848461516973,35153.00504792923,33206.79597826087,34402.71045515467,33465.15333333331,34350.5,34316.0,34316.0,-66967.1,33465.15333333331,34323.747312201725,33642.30582841039,33642.30582841039,25.604569586547438,33.942407633491065,1113.1198717949228,-14.285714285714286,0.919661093880022,-42.82259096819465,-1.9989333800729099,18.806752053000192,21.923581190871115,810.6999999999971,14.982707066366846,4501.555612936247,3.350213792655468,2.393719107825132,102.39371910782513,49.00053330996354,-0.601395524269277,57.95345911732358,-42.030514883700526
126,32243.4,32386.278328953027,34965.28859322412,33251.553316666665,34333.17548481377,33297.379999999976,34039.05,33398.600000000006,33398.600000000006,-66967.1,33297.379999999976,34325.82291754626,33367.23016708217,33367.23016708217,25.99616273328426,33.63807593830322,1063.346153846207,-21.42857142857143,0.2673535569147421,-215.65985414783572,-19.74694030032617,31.086873640863015,24.563219691136336,-1982.199999999997,12.913026417885787,4180.015926297943,3.2006129173159454,-5.7915712215417585,94.20842877845824,40.12652984983692,-0.593750810645477,55.03456713321474,-68.09693893536361
127,31594.0,32131.693526869698,34747.786103338694,33297.85973333333,34266.951674890406,33170.809999999976,33714.35,33398.600000000006,33398.600000000006,-66967.1,33170.809999999976,34192.74328956706,33014.66824467633,33014.66824467633,24.47028212339756,32.46983653321514,894.5320512821127,-21.42857142857143,-0.7383818926077534,-102.6789549138364,-23.714651804925836,4.633834194870419,21.581430443234396,-2093.800000000003,19.669911647586943,6729.343360133806,2.694167965320413,-6.215306431408408,93.78469356859159,38.14267409753708,-0.5870802203390979,46.60504456616222,-78.27020083341169
128,34665.8,32290.236094341533,34742.49667731684,33341.96017564101,34269.73429833275,33198.84333333331,33714.35,33398.600000000006,33398.600000000006,-66967.1,33198.84333333331,34071.64041120628,33269.506888783784,33269.506888783784,23.05339298564562,30.866868159285154,743.8307692308299,-21.42857142857143,0.3413866998479207,0.9735833678411437,1.1746257320992877,4.633834194870415,19.35411361552749,-632.3999999999942,17.639873586513335,6248.675977267105,2.227710597590728,-1.7915927724359682,98.20840722756404,50.58731286604965,-0.5791489838342101,52.63116124841897,-30.148510198326903
129,33674.3,32315.060813245225,34673.58076265124,33411.05555384615,34267.13461400865,33201.20999999998,33714.35,33398.600000000006,33398.600000000006,-66967.1,33201.20999999998,33970.76693041094,33318.84569751409,33318.84569751409,22.06805677923365,29.613555058154184,633.5865384615972,-21.42857142857143,0.38585209003215515,-56.70594657325474,-5.4382607938113265,9.258686095878087,19.43848860461566,-1068.5,16.14401618142533,5802.341978890883,1.8913573868367684,-3.075457360949607,96.92454263905039,47.28086960309434,-0.5707710444471714,53.352390425293535,-45.68098505498636
130,32496.4,32195.358987381565,34533.11748764148,33472.137630769226,34258.734621943426,33207.793333333306,33714.35,32746.050000000003,32746.050000000003,-66967.1,33207.793333333306,33847.433546492626,33153.80555735039,33153.80555735039,22.402130038974665,29.207938086272364,372.7570512821112,-50.0,0.18617155146772843,-170.1911742643432,-12.735482515649545,26.745082415607857,24.437643887663313,-1317.0,14.124237049902707,5387.888980398678,1.1118319364237694,-3.894905569981133,96.10509443001887,43.63225874217523,-0.5627623046578045,56.301246010505935,-53.24705729336021
131,31692.0,31991.411982698053,34349.819585213,33544.1614,34244.681865425235,33193.14666666664,33714.35,32746.050000000003,32746.050000000003,-66967.1,33193.14666666664,33669.58982612808,32868.70638797871,32868.70638797871,21.342193671057895,27.837832999634642,111.85448717953841,-50.0,-0.8828289220893698,-59.872305816934556,-17.422046290428675,7.56302088813994,21.724208010155337,-1851.5999999999985,18.669242881759285,7438.939767513059,0.33356486913692746,-5.519979966372124,94.48002003362788,41.288976854785666,-0.55555907157816,51.63590880731552,-63.70943617090461
132,35595.8,32299.15279552882,34430.20541842507,33664.0989025641,34289.93169276264,33386.54666666664,33714.35,32746.050000000003,32746.050000000003,-66967.1,33386.54666666664,33593.043643721096,33332.5344781766,33332.5344781766,20.162821571435043,26.90109775134878,98.78012820518052,-50.0,0.031214382881724113,93.81448778657295,8.312992128212983,4.8309842763379685,19.41257860645436,568.9000000000015,17.623377395412714,7297.0869269764125,0.29316254770039984,1.6241802728759858,101.62418027287599,54.1564960641065,-0.5463579899462223,53.42571304583,-12.934902776874548
133,35513.4,32571.898490022635,34500.088939817,33797.854388811196,34322.53013629273,33542.41999999998,33714.35,32746.050000000003,32746.050000000003,-66967.1,33542.41999999998,33637.48116267663,33728.38467765942,33728.38467765942,18.933725100750816,26.13604649766104,121.66474358979758,-50.0,-0.16973144595845882,117.17922507689121,7.7760570188991105,2.9554709818558393,18.678145248373585,-321.29999999999563,17.60578424123128,7035.266432192385,0.3595726633007336,-0.8966169662366297,99.10338303376336,53.88802850944956,-0.5355131836729865,53.51343857940283,-14.006633283475333
134,35749.4,32852.29925496458,34580.68965337719,33927.470993939394,34354.78001385779,33674.55333333331,33714.35,33533.9,33533.9,-66967.1,33674.55333333331,33784.46408220753,34121.08315598191,34121.08315598191,18.24115287393545,25.151261886320135,69.23076923082408,28.571428571428573,-0.7737489469250206,135.04836841049467,9.16493551202955,9.237713925335717,17.294991110937797,1273.5,20.815532232888785,8341.447401321497,0.20392838578916292,3.6938847136695596,103.69388471366956,54.58246775601477,-0.5231237968662428,54.83472994265151,-26.085360851449646
135,38052.0,33397.27058305649,34804.64515961092,34082.15787878788,34497.27698237687,33892.33333333331,34823.0,34215.85,34215.85,-66967.1,33892.33333333331,34081.781027133955,34884.50258187553,34884.50258187553,18.166857647929675,24.109403197261358,49.240384615441144,35.714285714285715,-0.13579777629953582,184.28442289991634,21.574808463987946,17.201019709854567,15.69992860167404,3373.5,22.223071287112305,9109.529729798534,0.14417445666714046,9.727929408711455,109.72792940871146,60.78740423199397,-0.5078785627782301,53.52281412971689,-13.905589898476691
136,38336.0,33929.02896452691,35032.47450415215,34285.76722943723,34656.74655222342,34123.73333333331,34965.0,34698.1,34698.1,-66967.1,34123.73333333331,34504.122881747244,35604.63122377525,35604.63122377525,18.468293158333665,23.226502194784274,170.03076923081971,42.85714285714286,-0.7750641573994861,168.17356837738345,22.972603673469578,22.386954793585556,14.753260779123211,6092.5999999999985,23.26421615374659,9423.349034812925,0.49493416831470993,18.895649962472927,118.89564996247293,61.48630183673479,-0.490092055911473,49.40823123454719,-18.618774045511802
137,40156.1,34640.00574179903,35363.03098775524,34553.38810389611,34932.87682199627,34400.91999999998,35875.05,35109.9,35109.9,-66967.1,34400.91999999998,35063.34560352552,36563.38167839915,36563.38167839915,19.050114374684707,22.58879650113712,398.4820512821025,50.0,-0.21202476708523915,169.0686520196029,31.410032973447557,26.61379018724822,13.669512326552793,8562.099999999999,23.584114373698302,9573.852675183429,1.1522738646415573,27.100398809900604,127.10039880990061,65.70501648672378,-0.46899801413471387,47.108048999540145,-9.357935600264183
138,40529.4,35331.77665409732,35696.34511757748,34842.423739120524,35192.420730371,34657.87666666664,36061.7,35109.9,35109.9,-66967.1,34657.87666666664,35720.58840979811,37466.39435903955,37466.39435903955,19.09141350666692,22.34799154660718,819.0282051282484,50.0,0.6840718018632143,125.64808489529761,33.0303149779998,19.62830222243569,14.970921779048348,5863.5999999999985,22.283291315918692,8890.00605552747,2.35000509661566,16.914653635571653,116.91465363557165,66.5151574889999,-0.444995433507811,54.54773844230093,-6.351379649168011
139,39022.9,35770.683865987514,35910.961561604745,35173.58111278196,35319.68501493232,34867.70333333332,36061.7,35109.9,35109.9,-66967.1,34867.70333333332,36358.78575763545,37977.40469538589,37977.40469538589,18.2244807302484,22.11032173176633,1237.1224358974796,50.0,0.79103813465047,53.95878306064585,20.6442728157063,6.954354636807645,22.197434158859657,5348.5999999999985,19.31080406900312,8255.005622989795,3.5292741371058387,15.883329423328775,115.88332942332877,60.32213640785316,-0.41976542668211714,53.52568253480804,-18.48472157342825
